Type,Value,Days,Delay
Total,Total,27,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,29,NOTICE_SYMPTOMS
Race,WHITE,21,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,37,NOTICE_SYMPTOMS
Total,Total,40,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,40,INFERRING_ILLNESS
Race,WHITE,41,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,35,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,66,INFERRING_ILLNESS
Total,Total,78,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,80,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,75,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,68,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,39,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,39,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,39,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,76,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,19,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,19,DETERMINE_SCREENING_NEED
Race,WHITE,19,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,16,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,38,DETERMINE_SCREENING_NEED
