Type,Value,Days,Delay
Total,Total,49,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,49,NOTICE_SYMPTOMS
Race,WHITE,48,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,50,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,42,NOTICE_SYMPTOMS
Total,Total,35,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,35,INFERRING_ILLNESS
Race,WHITE,35,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,56,INFERRING_ILLNESS
Total,Total,132,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,128,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,142,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,125,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,172,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,63,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,63,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,64,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,58,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,101,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,35,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,33,DETERMINE_SCREENING_NEED
Race,WHITE,40,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,57,DETERMINE_SCREENING_NEED
