Type,Value,Days,Delay
Total,Total,24,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,25,NOTICE_SYMPTOMS
Race,WHITE,23,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,35,NOTICE_SYMPTOMS
Total,Total,34,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,32,INFERRING_ILLNESS
Race,WHITE,40,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,57,INFERRING_ILLNESS
Total,Total,103,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,103,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,103,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,86,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,202,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,36,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,35,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,39,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,56,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,17,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,16,DETERMINE_SCREENING_NEED
Race,WHITE,19,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,16,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,21,DETERMINE_SCREENING_NEED
