Type,Value,Days,Delay
Total,Total,44,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,45,NOTICE_SYMPTOMS
Race,WHITE,41,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,43,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,50,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,37,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,71,INFERRING_ILLNESS
Total,Total,138,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,135,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,145,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,125,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,218,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,58,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,60,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,55,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,52,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,101,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,25,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,24,DETERMINE_SCREENING_NEED
Race,WHITE,28,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,21,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,53,DETERMINE_SCREENING_NEED
