Type,Value,Days,Delay
Total,Total,44,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,46,NOTICE_SYMPTOMS
Race,WHITE,39,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,43,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,46,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,35,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,68,INFERRING_ILLNESS
Total,Total,139,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,140,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,135,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,120,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,265,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,52,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,53,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,81,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,24,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,25,DETERMINE_SCREENING_NEED
Race,WHITE,22,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,DETERMINE_SCREENING_NEED
