Type,Value,Days,Delay
Total,Total,44,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,41,NOTICE_SYMPTOMS
Race,WHITE,53,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,45,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
Total,Total,33,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,33,INFERRING_ILLNESS
Race,WHITE,32,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,51,INFERRING_ILLNESS
Total,Total,130,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,125,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,142,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,112,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,256,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,52,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,52,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,52,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,51,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,59,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,28,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,28,DETERMINE_SCREENING_NEED
Race,WHITE,27,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,45,DETERMINE_SCREENING_NEED
