Type,Value,Days,Delay
Total,Total,35,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,36,NOTICE_SYMPTOMS
Race,WHITE,31,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,37,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,21,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,35,INFERRING_ILLNESS
Race,WHITE,45,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,88,INFERRING_ILLNESS
Total,Total,142,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,135,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,163,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,133,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,214,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,49,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,51,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,44,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,44,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,91,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,26,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,27,DETERMINE_SCREENING_NEED
Race,WHITE,22,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,58,DETERMINE_SCREENING_NEED
