Type,Value,Days,Delay
Total,Total,32,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,31,NOTICE_SYMPTOMS
Race,WHITE,35,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,35,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,43,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,71,INFERRING_ILLNESS
Total,Total,125,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,122,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,132,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,109,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,232,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,41,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,40,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,44,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,38,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,67,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,20,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,20,DETERMINE_SCREENING_NEED
Race,WHITE,21,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,19,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,29,DETERMINE_SCREENING_NEED
