Type,Value,Days,Delay
Total,Total,37,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,38,NOTICE_SYMPTOMS
Race,WHITE,36,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,38,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,36,NOTICE_SYMPTOMS
Total,Total,34,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,32,INFERRING_ILLNESS
Race,WHITE,39,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,55,INFERRING_ILLNESS
Total,Total,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,130,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,112,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,239,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,55,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,53,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,46,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,107,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,31,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,29,DETERMINE_SCREENING_NEED
Race,WHITE,35,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,63,DETERMINE_SCREENING_NEED
