Type,Value,Days,Delay
Total,Total,40,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,42,NOTICE_SYMPTOMS
Race,WHITE,35,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,42,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,38,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,50,INFERRING_ILLNESS
Total,Total,114,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,119,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,100,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,99,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,216,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,48,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,49,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,43,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,87,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,30,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,28,DETERMINE_SCREENING_NEED
Race,WHITE,37,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,59,DETERMINE_SCREENING_NEED
