Type,Value,Days,Delay
Total,Total,51,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,50,NOTICE_SYMPTOMS
Race,WHITE,51,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,51,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,51,NOTICE_SYMPTOMS
Total,Total,35,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,35,INFERRING_ILLNESS
Race,WHITE,35,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,29,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,71,INFERRING_ILLNESS
Total,Total,154,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,163,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,145,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,211,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,61,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,75,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,57,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,89,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,35,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,37,DETERMINE_SCREENING_NEED
Race,WHITE,29,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,63,DETERMINE_SCREENING_NEED
