Type,Value,Days,Delay
Total,Total,42,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,46,NOTICE_SYMPTOMS
Race,WHITE,33,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,53,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,37,INFERRING_ILLNESS
Race,WHITE,37,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,52,INFERRING_ILLNESS
Total,Total,121,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,119,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,127,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,104,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,221,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,52,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,56,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,50,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,73,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,26,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,23,DETERMINE_SCREENING_NEED
Race,WHITE,32,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,23,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,DETERMINE_SCREENING_NEED
