Type,Value,Days,Delay
Total,Total,37,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,38,NOTICE_SYMPTOMS
Race,WHITE,33,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,53,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,37,INFERRING_ILLNESS
Race,WHITE,33,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,65,INFERRING_ILLNESS
Total,Total,101,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,97,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,113,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,95,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,150,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,53,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,53,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,52,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,94,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,31,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,30,DETERMINE_SCREENING_NEED
Race,WHITE,33,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,27,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,60,DETERMINE_SCREENING_NEED
