Type,Value,Days,Delay
Total,Total,39,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,35,NOTICE_SYMPTOMS
Race,WHITE,48,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,37,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,51,NOTICE_SYMPTOMS
Total,Total,43,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,42,INFERRING_ILLNESS
Race,WHITE,46,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,122,INFERRING_ILLNESS
Total,Total,142,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,135,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,160,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,122,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,280,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,55,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,50,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,69,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,53,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,69,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,22,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,21,DETERMINE_SCREENING_NEED
Race,WHITE,24,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
