Type,Value,Days,Delay
Total,Total,35,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,34,NOTICE_SYMPTOMS
Race,WHITE,38,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,43,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,44,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,69,INFERRING_ILLNESS
Total,Total,111,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,103,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,130,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,97,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,215,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,46,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,43,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,54,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,43,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,67,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,21,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,20,DETERMINE_SCREENING_NEED
Race,WHITE,23,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,19,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,34,DETERMINE_SCREENING_NEED
