Type,Value,Days,Delay
Total,Total,40,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,37,NOTICE_SYMPTOMS
Race,WHITE,46,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,39,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,67,INFERRING_ILLNESS
Total,Total,145,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,151,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,135,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,208,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,51,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,43,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,70,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,27,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,29,DETERMINE_SCREENING_NEED
Race,WHITE,23,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,23,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,54,DETERMINE_SCREENING_NEED
