Type,Value,Days,Delay
Total,Total,23,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,22,NOTICE_SYMPTOMS
Race,WHITE,26,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,23,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,23,NOTICE_SYMPTOMS
Total,Total,39,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,39,INFERRING_ILLNESS
Race,WHITE,38,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,66,INFERRING_ILLNESS
Total,Total,84,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,81,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,93,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,78,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,127,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,33,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,31,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,36,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,53,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,17,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,17,DETERMINE_SCREENING_NEED
Race,WHITE,16,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,15,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,30,DETERMINE_SCREENING_NEED
