Type,Value,Days,Delay
Total,Total,25,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,24,NOTICE_SYMPTOMS
Race,WHITE,27,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,20,NOTICE_SYMPTOMS
Total,Total,39,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,37,INFERRING_ILLNESS
Race,WHITE,44,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,75,INFERRING_ILLNESS
Total,Total,90,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,91,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,87,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,84,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,124,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,34,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,38,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,53,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,15,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,15,DETERMINE_SCREENING_NEED
Race,WHITE,16,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,14,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
