Type,Value,Days,Delay
Total,Total,25,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,23,NOTICE_SYMPTOMS
Race,WHITE,30,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,20,NOTICE_SYMPTOMS
Total,Total,40,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,42,INFERRING_ILLNESS
Race,WHITE,37,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,77,INFERRING_ILLNESS
Total,Total,88,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,88,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,89,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,78,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,148,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,35,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,34,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,36,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,54,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,17,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,15,DETERMINE_SCREENING_NEED
Race,WHITE,19,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,16,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,21,DETERMINE_SCREENING_NEED
