Type,Value,Days,Delay
Total,Total,42,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,43,NOTICE_SYMPTOMS
Race,WHITE,41,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,39,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,60,NOTICE_SYMPTOMS
Total,Total,39,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,39,INFERRING_ILLNESS
Race,WHITE,41,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,72,INFERRING_ILLNESS
Total,Total,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,133,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,127,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,115,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,242,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,55,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,57,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,50,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,91,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,27,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,26,DETERMINE_SCREENING_NEED
Race,WHITE,29,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,35,DETERMINE_SCREENING_NEED
