Type,Value,Days,Delay
Total,Total,49,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,50,NOTICE_SYMPTOMS
Race,WHITE,46,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,48,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,52,NOTICE_SYMPTOMS
Total,Total,40,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,46,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,35,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,67,INFERRING_ILLNESS
Total,Total,155,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,149,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,169,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,266,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,55,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,49,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,51,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,70,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,22,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,21,DETERMINE_SCREENING_NEED
Race,WHITE,26,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
