Type,Value,Days,Delay
Total,Total,21,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,21,NOTICE_SYMPTOMS
Race,WHITE,19,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,21,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,17,NOTICE_SYMPTOMS
Total,Total,32,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,32,INFERRING_ILLNESS
Race,WHITE,31,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,29,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,44,INFERRING_ILLNESS
Total,Total,89,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,88,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,92,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,78,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,169,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,35,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,35,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,34,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,29,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,78,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,17,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,17,DETERMINE_SCREENING_NEED
Race,WHITE,18,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,15,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,33,DETERMINE_SCREENING_NEED
