Type,Value,Days,Delay
Total,Total,45,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,44,NOTICE_SYMPTOMS
Race,WHITE,47,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,46,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,38,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,34,INFERRING_ILLNESS
Race,WHITE,44,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,65,INFERRING_ILLNESS
Total,Total,154,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,138,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,195,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,146,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,210,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,65,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,64,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,66,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,63,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,77,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,37,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,39,DETERMINE_SCREENING_NEED
Race,WHITE,31,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,83,DETERMINE_SCREENING_NEED
