Type,Value,Days,Delay
Total,Total,39,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,39,NOTICE_SYMPTOMS
Race,WHITE,39,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,39,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
Total,Total,41,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,44,INFERRING_ILLNESS
Race,WHITE,32,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,37,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,60,INFERRING_ILLNESS
Total,Total,142,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,134,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,159,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,129,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,226,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,46,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,45,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,47,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,41,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,77,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,25,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,25,DETERMINE_SCREENING_NEED
Race,WHITE,25,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,42,DETERMINE_SCREENING_NEED
