Type,Value,Days,Delay
Total,Total,40,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,36,NOTICE_SYMPTOMS
Race,WHITE,49,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,42,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,26,NOTICE_SYMPTOMS
Total,Total,42,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,57,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,35,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,84,INFERRING_ILLNESS
Total,Total,146,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,153,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,128,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,132,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,239,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,47,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,45,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,50,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,41,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,86,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,25,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,26,DETERMINE_SCREENING_NEED
Race,WHITE,24,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,24,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,37,DETERMINE_SCREENING_NEED
