Type,Value,Days,Delay
Total,Total,24,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,21,NOTICE_SYMPTOMS
Race,WHITE,31,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,20,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,37,INFERRING_ILLNESS
Race,WHITE,40,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,35,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,57,INFERRING_ILLNESS
Total,Total,87,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,96,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,65,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,79,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,144,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,35,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,43,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,51,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,16,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,16,DETERMINE_SCREENING_NEED
Race,WHITE,16,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,15,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,26,DETERMINE_SCREENING_NEED
