Type,Value,Days,Delay
Total,Total,41,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,36,NOTICE_SYMPTOMS
Race,WHITE,53,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,41,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,44,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,37,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,27,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,97,INFERRING_ILLNESS
Total,Total,133,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,129,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,144,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,118,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,245,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,45,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,41,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,58,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,40,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,88,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,22,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,23,DETERMINE_SCREENING_NEED
Race,WHITE,19,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,18,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,51,DETERMINE_SCREENING_NEED
