Type,Value,Days,Delay
Total,Total,45,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,48,NOTICE_SYMPTOMS
Race,WHITE,38,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,43,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,54,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,34,INFERRING_ILLNESS
Race,WHITE,43,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,62,INFERRING_ILLNESS
Total,Total,127,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,128,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,126,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,112,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,218,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,49,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,50,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,46,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,44,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,80,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,28,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,28,DETERMINE_SCREENING_NEED
Race,WHITE,27,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,50,DETERMINE_SCREENING_NEED
