Type,Value,Days,Delay
Total,Total,52,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,51,NOTICE_SYMPTOMS
Race,WHITE,53,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,50,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,64,NOTICE_SYMPTOMS
Total,Total,39,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,47,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,70,INFERRING_ILLNESS
Total,Total,159,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,159,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,159,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,157,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,177,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,60,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,57,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,67,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,53,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,119,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,29,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,30,DETERMINE_SCREENING_NEED
Race,WHITE,26,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,28,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,39,DETERMINE_SCREENING_NEED
