Type,Value,Days,Delay
Total,Total,26,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,26,NOTICE_SYMPTOMS
Race,WHITE,26,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,32,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,42,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,83,INFERRING_ILLNESS
Total,Total,81,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,79,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,85,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,74,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,126,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,28,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,39,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,29,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,48,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,19,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,19,DETERMINE_SCREENING_NEED
Race,WHITE,18,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,16,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,36,DETERMINE_SCREENING_NEED
