Type,Value,Days,Delay
Total,Total,49,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,46,NOTICE_SYMPTOMS
Race,WHITE,58,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,51,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,35,INFERRING_ILLNESS
Race,WHITE,39,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,61,INFERRING_ILLNESS
Total,Total,142,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,139,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,151,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,134,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,203,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,72,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,70,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,76,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,60,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,153,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,32,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,33,DETERMINE_SCREENING_NEED
Race,WHITE,28,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,50,DETERMINE_SCREENING_NEED
