Type,Value,Days,Delay
Total,Total,23,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,24,NOTICE_SYMPTOMS
Race,WHITE,20,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,23,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,21,NOTICE_SYMPTOMS
Total,Total,39,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,39,INFERRING_ILLNESS
Race,WHITE,40,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,68,INFERRING_ILLNESS
Total,Total,87,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,82,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,102,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,83,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,115,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,34,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,37,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,29,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,68,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,19,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,16,DETERMINE_SCREENING_NEED
Race,WHITE,27,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,17,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,35,DETERMINE_SCREENING_NEED
