POLYP,STAGE_1,STAGE_2,STAGE_3,STAGE_4,DIE,NO_CANCER
411,123,115,66,7,2,99299
405,122,115,68,4,5,99304
400,124,114,67,4,5,99309
393,129,112,69,3,6,99311
386,133,110,71,3,6,99314
383,135,111,71,4,6,99313
378,138,110,68,5,8,99316
375,138,110,67,5,8,99320
364,143,109,64,7,9,99327
361,144,109,64,7,9,99329
357,147,110,63,8,9,99329
358,147,110,63,8,9,99328
359,149,110,62,9,9,99325
358,149,109,64,6,12,99325
354,149,106,65,7,12,99330
350,150,104,64,8,13,99334
349,149,104,65,7,14,99335
336,157,102,61,10,15,99342
331,155,103,61,10,15,99348
328,156,103,60,10,15,99351
329,152,101,58,10,16,99357
323,153,102,57,10,16,99362
319,154,103,57,10,16,99364
311,161,100,59,7,19,99366
310,162,98,59,5,21,99368
307,164,98,59,4,22,99369
306,162,98,59,4,22,99372
301,165,99,59,3,23,99373
298,167,97,57,5,23,99376
295,166,99,57,5,24,99377
291,165,101,55,6,24,99381
292,165,100,54,7,24,99381
295,164,99,55,6,25,99379
297,164,99,53,7,25,99378
299,160,99,52,7,25,99381
299,160,97,54,7,25,99381
291,158,99,54,5,27,99389
290,161,98,55,5,27,99387
290,160,99,56,3,29,99386
287,161,99,56,3,29,99388
279,165,98,57,3,29,99392
275,168,98,54,2,31,99395
274,163,99,53,2,32,99400
274,166,98,53,2,32,99398
275,165,98,53,2,32,99398
268,170,98,51,3,33,99400
265,171,98,50,3,33,99403
266,171,98,52,3,33,99400
265,168,99,53,3,33,99402
260,172,97,53,3,33,99405
256,171,99,53,3,34,99407
257,171,98,53,3,34,99407
256,170,99,53,2,35,99408
254,170,98,53,3,35,99410
254,168,96,51,5,35,99414
250,168,96,52,5,35,99417
248,165,96,52,5,35,99422
247,163,97,53,5,35,99423
246,162,97,53,4,36,99425
245,160,96,55,4,36,99427
242,155,97,52,5,37,99435
242,154,95,53,4,38,99437
240,149,94,51,4,39,99446
237,151,89,50,6,39,99451
237,148,90,49,7,39,99453
230,151,88,48,7,39,99460
227,148,90,48,7,39,99464
228,142,96,47,8,39,99463
229,138,96,43,11,40,99466
224,137,96,44,9,42,99471
222,137,97,44,8,43,99472
222,135,96,44,8,44,99474
218,130,97,45,8,44,99481
215,131,96,44,7,45,99485
212,134,95,43,7,46,99486
206,137,93,42,7,47,99491
203,138,91,44,7,47,99493
206,133,93,45,4,50,99492
203,133,94,45,4,50,99494
203,133,95,43,6,50,99493
202,130,96,43,6,50,99496
203,127,96,44,6,50,99497
201,126,97,42,6,51,99500
199,125,95,42,6,52,99504
200,123,96,43,6,52,99503
205,119,99,42,5,53,99500
210,117,95,43,4,54,99500
209,114,96,43,4,55,99502
207,109,98,44,3,56,99506
208,108,97,45,3,56,99506
206,109,100,45,3,56,99504
206,109,99,43,3,56,99507
204,108,97,42,4,56,99512
204,108,96,43,4,56,99512
204,106,98,43,4,56,99512
202,107,96,43,3,57,99515
201,105,95,44,3,57,99518
201,103,95,43,4,57,99520
197,106,93,44,4,57,99522
200,105,94,42,6,57,99519
202,106,93,42,5,58,99517
200,106,94,41,6,58,99518
198,104,95,41,6,58,99521
194,103,96,40,7,58,99525
197,98,98,41,5,60,99524
199,97,97,41,4,61,99524
200,97,97,41,3,62,99523
199,96,98,41,3,62,99524
195,95,98,41,3,62,99529
191,97,99,39,4,62,99531
194,96,97,38,5,62,99531
196,95,99,38,5,62,99528
200,93,99,38,5,63,99525
201,93,97,39,5,63,99525
202,94,96,40,5,63,99523
203,93,96,39,5,64,99523
204,93,96,38,6,64,99522
201,95,96,38,4,66,99523
200,93,98,38,4,66,99524
200,92,98,38,4,66,99525
201,93,98,38,4,66,99523
204,92,99,38,3,67,99520
209,91,99,38,3,67,99516
213,89,99,36,4,67,99515
212,91,97,37,4,67,99515
215,89,97,37,3,68,99514
218,90,96,36,3,68,99512
221,90,94,36,3,68,99511
220,86,93,36,4,68,99516
220,88,91,37,4,68,99515
