Type,Value,Days,Delay
Total,Total,45,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,43,NOTICE_SYMPTOMS
Race,WHITE,51,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,43,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,55,NOTICE_SYMPTOMS
Total,Total,35,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,35,INFERRING_ILLNESS
Race,WHITE,37,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,57,INFERRING_ILLNESS
Total,Total,141,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,140,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,144,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,121,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,256,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,50,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,55,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,38,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,47,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,70,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,26,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,26,DETERMINE_SCREENING_NEED
Race,WHITE,26,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,39,DETERMINE_SCREENING_NEED
