Type,Value,Days,Delay
Total,Total,37,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,40,NOTICE_SYMPTOMS
Race,WHITE,30,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,36,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,41,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,42,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,74,INFERRING_ILLNESS
Total,Total,138,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,144,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,182,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,57,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,62,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,45,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,49,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,103,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,25,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,23,DETERMINE_SCREENING_NEED
Race,WHITE,30,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,23,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,36,DETERMINE_SCREENING_NEED
