Type,Value,Days,Delay
Total,Total,42,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,41,NOTICE_SYMPTOMS
Race,WHITE,44,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,42,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,43,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,38,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,68,INFERRING_ILLNESS
Total,Total,124,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,127,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,116,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,116,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,179,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,49,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,43,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,64,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,47,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,61,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,26,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,26,DETERMINE_SCREENING_NEED
Race,WHITE,23,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,51,DETERMINE_SCREENING_NEED
