Type,Value,Days,Delay
Total,Total,25,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,23,NOTICE_SYMPTOMS
Race,WHITE,30,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,21,NOTICE_SYMPTOMS
Total,Total,34,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,31,INFERRING_ILLNESS
Race,WHITE,42,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,54,INFERRING_ILLNESS
Total,Total,85,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,88,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,77,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,80,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,119,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,36,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,46,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,48,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,17,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,16,DETERMINE_SCREENING_NEED
Race,WHITE,18,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,16,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,23,DETERMINE_SCREENING_NEED
