Type,Value,Days,Delay
Total,Total,47,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,45,NOTICE_SYMPTOMS
Race,WHITE,51,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,48,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,40,NOTICE_SYMPTOMS
Total,Total,40,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,40,INFERRING_ILLNESS
Race,WHITE,41,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,35,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,65,INFERRING_ILLNESS
Total,Total,133,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,137,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,124,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,128,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,166,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,56,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,61,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,46,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,49,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,103,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,26,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,25,DETERMINE_SCREENING_NEED
Race,WHITE,28,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,23,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,41,DETERMINE_SCREENING_NEED
