Type,Value,Days,Delay
Total,Total,51,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,49,NOTICE_SYMPTOMS
Race,WHITE,56,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,52,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,48,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,35,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,58,INFERRING_ILLNESS
Total,Total,147,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,145,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,149,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,140,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,191,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,61,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,67,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,46,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,57,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,88,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,35,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,36,DETERMINE_SCREENING_NEED
Race,WHITE,31,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,61,DETERMINE_SCREENING_NEED
