Type,Value,Days,Delay
Total,Total,25,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,26,NOTICE_SYMPTOMS
Race,WHITE,22,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,25,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,21,NOTICE_SYMPTOMS
Total,Total,41,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,41,INFERRING_ILLNESS
Race,WHITE,43,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,37,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,69,INFERRING_ILLNESS
Total,Total,82,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,84,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,78,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,74,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,133,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,33,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,28,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,41,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,18,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,19,DETERMINE_SCREENING_NEED
Race,WHITE,17,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,15,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,37,DETERMINE_SCREENING_NEED
