Type,Value,Days,Delay
Total,Total,46,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,44,NOTICE_SYMPTOMS
Race,WHITE,52,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,47,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,42,NOTICE_SYMPTOMS
Total,Total,34,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,34,INFERRING_ILLNESS
Race,WHITE,35,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,45,INFERRING_ILLNESS
Total,Total,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,137,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,128,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,203,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,57,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,48,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,47,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,109,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,27,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,26,DETERMINE_SCREENING_NEED
Race,WHITE,31,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,24,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,58,DETERMINE_SCREENING_NEED
