Type,Value,Days,Delay
Total,Total,29,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,27,NOTICE_SYMPTOMS
Race,WHITE,33,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,29,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,28,NOTICE_SYMPTOMS
Total,Total,40,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,45,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,79,INFERRING_ILLNESS
Total,Total,98,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,100,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,94,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,84,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,188,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,32,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,34,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,29,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,30,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,45,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,18,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,17,DETERMINE_SCREENING_NEED
Race,WHITE,22,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,17,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,25,DETERMINE_SCREENING_NEED
