Type,Value,Days,Delay
Total,Total,36,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,37,NOTICE_SYMPTOMS
Race,WHITE,35,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,36,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,37,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,34,INFERRING_ILLNESS
Race,WHITE,42,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,63,INFERRING_ILLNESS
Total,Total,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,139,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,113,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,114,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,230,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,55,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,54,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,57,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,47,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,103,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,31,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,29,DETERMINE_SCREENING_NEED
Race,WHITE,35,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,28,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,50,DETERMINE_SCREENING_NEED
