Type,Value,Days,Delay
Total,Total,33,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,35,NOTICE_SYMPTOMS
Race,WHITE,29,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,39,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,34,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,72,INFERRING_ILLNESS
Total,Total,125,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,123,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,130,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,111,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,203,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,46,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,44,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,53,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,39,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,95,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,23,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,21,DETERMINE_SCREENING_NEED
Race,WHITE,29,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,22,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,29,DETERMINE_SCREENING_NEED
