Type,Value,Days,Delay
Total,Total,59,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,60,NOTICE_SYMPTOMS
Race,WHITE,57,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,58,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,69,NOTICE_SYMPTOMS
Total,Total,41,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,40,INFERRING_ILLNESS
Race,WHITE,43,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,37,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,64,INFERRING_ILLNESS
Total,Total,150,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,152,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,146,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,138,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,235,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,56,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,57,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,53,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,52,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,95,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,32,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,32,DETERMINE_SCREENING_NEED
Race,WHITE,32,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,31,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,39,DETERMINE_SCREENING_NEED
