Type,Value,Days,Delay
Total,Total,55,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,58,NOTICE_SYMPTOMS
Race,WHITE,45,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,56,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,46,NOTICE_SYMPTOMS
Total,Total,36,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,37,INFERRING_ILLNESS
Race,WHITE,33,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,33,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,52,INFERRING_ILLNESS
Total,Total,144,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,151,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,126,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,132,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,224,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,60,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,61,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,58,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,52,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,114,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,30,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,31,DETERMINE_SCREENING_NEED
Race,WHITE,27,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,27,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,54,DETERMINE_SCREENING_NEED
