Type,Value,Days,Delay
Total,Total,55,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,55,NOTICE_SYMPTOMS
Race,WHITE,55,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,56,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,49,NOTICE_SYMPTOMS
Total,Total,38,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,39,INFERRING_ILLNESS
Race,WHITE,35,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,34,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,61,INFERRING_ILLNESS
Total,Total,151,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,159,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,133,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,145,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,190,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,62,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,62,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,62,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,58,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,89,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,30,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,31,DETERMINE_SCREENING_NEED
Race,WHITE,28,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,27,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,49,DETERMINE_SCREENING_NEED
