Type,Value,Days,Delay
Total,Total,43,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,41,NOTICE_SYMPTOMS
Race,WHITE,49,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,44,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,37,NOTICE_SYMPTOMS
Total,Total,37,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,38,INFERRING_ILLNESS
Race,WHITE,36,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,35,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,50,INFERRING_ILLNESS
Total,Total,131,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,130,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,136,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,121,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,210,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,50,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,47,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,59,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,45,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,87,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,28,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,27,DETERMINE_SCREENING_NEED
Race,WHITE,31,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,26,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,45,DETERMINE_SCREENING_NEED
