Type,Value,Days,Delay
Total,Total,46,NOTICE_SYMPTOMS
Race,AFRICAN_AMERICAN,47,NOTICE_SYMPTOMS
Race,WHITE,43,NOTICE_SYMPTOMS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,46,NOTICE_SYMPTOMS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,44,NOTICE_SYMPTOMS
Total,Total,41,INFERRING_ILLNESS
Race,AFRICAN_AMERICAN,36,INFERRING_ILLNESS
Race,WHITE,51,INFERRING_ILLNESS
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,32,INFERRING_ILLNESS
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,89,INFERRING_ILLNESS
Total,Total,163,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,AFRICAN_AMERICAN,149,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Race,WHITE,198,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,153,DECIDE_TO_SEEK_MEDICAL_ATTENTION
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,236,DECIDE_TO_SEEK_MEDICAL_ATTENTION
Total,Total,46,SCHEDULE_DOCTOR_APPOINTMENT
Race,AFRICAN_AMERICAN,43,SCHEDULE_DOCTOR_APPOINTMENT
Race,WHITE,53,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,42,SCHEDULE_DOCTOR_APPOINTMENT
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,76,SCHEDULE_DOCTOR_APPOINTMENT
Total,Total,34,DETERMINE_SCREENING_NEED
Race,AFRICAN_AMERICAN,37,DETERMINE_SCREENING_NEED
Race,WHITE,25,DETERMINE_SCREENING_NEED
HealthInsurance,COVERED_BY_HEALTH_INSURANCE,28,DETERMINE_SCREENING_NEED
HealthInsurance,NOT_COVERED_BY_HEALTH_INSURANCE,76,DETERMINE_SCREENING_NEED
